99	13	42
706	111	327
1653	211	778
54	2	26
18	0	13
25	0	12
11	0	0
29	1	10
15	0	4
41	0	25
14	0	14
43	1	15
17	3	6
83	6	27
28	3	11
18	2	6
24	0	17
61	8	8
41	1	19
61	4	27
38	3	16
121	14	46
62	7	27
95	9	44
18	3	10
11	0	0
12	1	4
11	0	0
187	10	96
15	1	5
140	12	88
29	2	1
16	0	16
31	3	4
131	27	56
62	8	20
15	7	4
15	2	6
436	31	127
274	43	120
27	6	13
26	0	20
43	2	29
27	0	5
66	6	34
124	25	55
1174	188	571
70	18	30
20	0	7
45	5	18
22	2	12
108	11	67
53	9	28
31	1	16
88	7	37
12	2	6
42	4	12
32	3	13
39	2	9
77	3	24
76	1	28
51	2	16
27	1	0
57	7	23
13	0	5
44	8	19
27	0	16
26	1	11
49	13	24
190	47	44
116	15	23
22	1	4
21	2	15
33	2	31
28	2	11
11	0	0
19	0	8
17	1	11
11	1	7
42	4	18
24	2	14
14	2	6
17	0	9
11	1	3
11	0	0
17	1	8
123	26	64
33	10	3
18	4	9
35	8	15
18	3	7
24	2	7
25	1	4
40	6	7
71	5	24
27	0	13
51	1	16
22	1	11
21	2	7
12	0	8
19	7	6
107	37	39
17	2	2
15	1	6
37	5	13
23	1	14
27	4	12
139	5	51
105	7	36
17	3	13
12	0	5
14	3	4
158	15	60
49	4	21
23	0	7
12	0	4
477	25	229
75	5	42
15	1	6
58	4	19
169	20	84
42	3	18
36	1	20
18	0	8
14	1	8
13	1	11
30	2	10
49	0	27
43	3	12
177	16	65
66	8	20
28	2	13
13	2	1
58	2	21
20	0	6
12	2	5
32	1	20
21	1	11
30	4	14
19	1	16
46	2	15
99	8	37
12	0	3
11	0	6
27	2	19
11	0	3
20	0	0
14	0	6
11	0	7
36	1	16
20	2	12
11	2	6
11	0	8
13	5	5
31	4	17
11	2	7
11	2	0
220	7	55
11	0	4
50	3	20
68	11	30
15	1	6
132	5	41
23	2	14
16	0	12
13	2	3
62	10	25
154	17	68
17	4	8
15	2	3
71	9	21
90	6	30
18	1	9
162	24	76
273	30	121
60	4	29
22	3	10
79	6	24
23	1	8
53	2	23
341	12	110
54	6	22
56	8	25
33	0	3
49	4	21
55	3	4
11	0	2
39	0	19
62	8	32
39	3	12
30	2	16
42	3	26
65	5	31
24	6	10
11	1	9
27	1	2
12	2	1
26	2	12
41	4	14
17	1	7
19	2	7
42	2	19
13	1	6
65	10	34
28	4	7
45	4	12
21	6	8
11	2	6
36	7	11
21	0	10
59	7	5
11	0	9
58	6	17
13	0	4
24	0	11
11	0	11
13	0	2
11	0	5
32	2	9
40	4	14
75	8	35
13	1	5
20	1	10
12	0	7
34	5	18
13	0	6
51	3	21
32	3	9
24	10	9
45	3	17
90	4	30
109	6	33
114	5	35
13	1	7
22	4	12
25	1	15
12	3	5
12	0	8
11	0	1
43	1	21
174	13	91
14	1	4
44	1	16
74	10	34
54	3	24
20	1	15
24	2	12
852	72	307
34	0	7
22	0	2
14	0	0
31	4	8
23	2	10
36	0	17
12	0	1
19	4	5
22	1	9
11	0	6
11	0	1
11	0	4
12	0	7
18	7	10
11	1	6
34	3	19
32	1	29
11	0	3
760	65	446
296	35	132
102	16	55
11	1	4
30	4	13
20	4	7
15	1	3
15	1	11
25	0	14
11	0	4
12	0	6
17	0	9
14	3	5
15	8	4
16	3	1
12	0	7
24	0	12
11	0	0
11	1	3
96	11	46
21	0	13
77	9	34
210	23	104
61	6	24
16	2	8
15	3	8
15	0	3
23	0	9
13	0	0
20	3	13
15	0	12
17	0	4
137	9	68
95	2	41
22	2	10
84	7	44
13	2	1
42	1	21
94	1	38
11	0	4
16	0	6
13	0	2
47	7	28
15	2	7
11	7	3
101	20	38
50	3	20
43	7	15
11	6	2
12	0	10
63	6	38
14	0	2
44	0	15
11	3	0
14	0	1
51	7	19
32	4	14
45	3	25
23	1	13
14	0	5
46	2	16
14	3	4
31	0	11
14	0	7
21	0	11
12	1	7
44	2	22
14	1	5
29	1	15
19	1	10
508	48	183
146	11	33
19	2	3
209	22	86
21	1	5
138	12	56
38	8	17
47	4	17
14	1	4
57	9	26
16	2	5
23	2	7
16	3	6
16	2	5
20	3	9
259	30	120
12	1	4
491	53	207
50	8	26
15	0	0
17	0	6
13	2	7
208	29	97
19	2	9
18	5	9
16	0	16
25	2	11
15	1	6
12	1	7
43	8	15
25	1	14
50	1	19
21	3	10
48	4	28
29	1	17
12	0	3
27	0	10
12	1	6
30	2	17
72	7	26
104	10	49
30	3	7
16	0	9
27	3	14
80	26	30
27	8	11
15	1	9
125	4	22
11	1	5
203	5	39
30	1	15
17	1	12
39	2	16
19	0	7
22	4	8
11	0	0
15	0	0
12	1	7
61	6	11
16	1	9
22	1	10
36	4	16
32	2	8
22	2	12
79	1	29
25	4	11
20	2	4
14	0	11
22	2	5
11	2	8
22	3	7
47	2	26
11	0	3
26	0	18
11	2	6
77	2	31
11	0	4
15	0	13
60	1	23
13	0	13
128	11	39
11	0	6
21	0	7
42	0	3
421	49	181
32	7	21
52	4	23
11	1	10
33	2	6
33	0	24
148	3	93
148	10	70
16	0	0
61	9	24
111	7	46
491	44	250
85	2	31
41	2	20
15	6	7
23	0	0
252	39	88
202	17	61
25	2	12
27	2	9
11	0	0
15	1	6
110	0	13
164	8	93
20	3	11
71	1	8
111	1	9
37	2	14
21	2	12
23	1	9
23	2	8
17	0	5
19	1	4
39	4	10
29	2	14
13	1	9
68	3	22
34	5	12
42	3	29
12	0	7
18	2	7
21	3	7
343	31	161
34	0	1
24	0	1
16	0	4
26	0	5
13	1	1
17	1	9
21	1	6
33	0	10
15	2	5
13	2	8
20	0	3
12	1	6
16	0	10
12	0	5
17	4	7
24	1	7
15	2	5
19	1	10
55	3	34
21	2	12
192	17	112
20	2	14
14	0	4
11	3	4
27	1	15
11	2	5
44	1	22
30	1	15
15	0	8
74	8	31
21	0	8
159	21	60
108	0	3
200	1	15
11	0	0
52	0	5
16	1	8
11	1	5
15	2	4
74	7	30
18	4	12
33	1	8
42	4	17
20	2	9
24	2	13
13	1	5
16	2	9
16	2	12
29	1	10
271	32	122
70	9	31
48	4	12
90	12	32
45	6	12
11	4	2
12	0	6
47	13	16
214	10	99
50	2	22
23	1	8
13	0	8
11	0	5
11	0	4
24	2	7
109	12	48
43	5	20
13	1	1
45	1	6
16	0	5
71	4	19
57	3	22
22	0	9
14	3	6
158	24	70
11	0	2
47	1	27
14	0	9
13	2	5
19	2	0
35	4	15
11	0	4
11	0	2
23	1	17
17	0	0
323	41	125
257	58	95
11	3	7
13	3	5
51	8	20
13	1	3
54	3	17
34	3	14
20	0	0
33	3	12
250	15	137
12	1	5
25	5	12
204	6	74
49	0	2
49	6	26
12	1	6
11	0	6
650	67	271
235	18	73
64	6	44
15	1	7
55	3	27
53	6	10
14	1	3
549	29	240
93	10	28
54	14	26
33	6	18
23	2	11
11	4	3
15	2	6
29	1	14
21	1	12
19	0	9
35	4	15
17	2	6
27	3	11
43	3	21
44	1	18
22	3	6
14	1	5
36	7	14
18	1	4
17	1	8
12	2	6
21	1	9
19	0	4
16	0	0
52	7	21
39	4	22
17	2	8
76	4	32
18	1	11
11	2	4
20	0	10
48	4	26
63	2	29
37	4	15
39	1	11
176	11	74
31	3	14
27	2	8
22	1	6
23	3	1
16	0	1
34	4	16
15	1	8
84	6	32
26	2	8
46	1	18
19	0	7
75	12	33
17	3	3
33	4	19
18	2	10
11	1	5
48	9	17
18	1	8
26	1	7
14	0	9
21	1	14
28	7	9
15	0	10
22	0	2
20	0	14
59	0	27
93	12	31
69	8	27
23	0	10
17	0	13
13	0	3
56	1	34
15	1	11
14	0	9
116	1	12
13	0	3
84	1	30
392	22	130
22	3	10
12	0	7
27	1	16
17	1	12
67	3	29
13	0	13
28	0	7
54	2	30
12	0	5
45	3	24
16	1	9
19	5	7
23	4	13
12	2	2
20	4	11
71	9	28
31	5	15
17	8	7
37	9	12
12	1	6
424	58	170
58	2	6
13	2	9
160	5	65
18	4	12
21	0	16
17	1	6
27	0	12
12	2	1
17	0	3
14	0	6
15	0	8
44	2	21
22	1	14
125	0	12
11	0	0
15	0	15
55	8	23
21	4	10
19	0	6
25	0	3
12	0	4
18	0	6
27	0	8
11	1	0
20	1	10
13	0	4
34	3	16
107	13	41
22	0	12
35	2	19
30	1	10
13	3	3
16	1	6
16	3	6
372	1	68
31	2	11
13	0	6
220	0	52
331	19	149
23	2	10
35	1	5
57	2	7
100	4	45
129	21	50
22	5	9
45	3	18
191	17	82
90	23	59
44	13	16
118	37	48
142	32	59
103	34	37
28	3	17
54	9	41
11	0	6
16	0	11
81	0	5
46	0	13
221	14	72
40	10	15
30	7	11
227	36	106
26	0	9
30	1	26
232	14	102
14	1	5
12	0	9
20	4	7
44	2	15
12	2	4
33	3	12
12	9	3
32	4	14
18	4	2
70	12	31
41	6	20
31	0	4
21	4	10
37	2	16
42	2	18
50	7	24
52	3	18
11	2	5
15	0	8
76	10	39
33	2	11
58	3	34
16	0	7
86	5	46
17	1	7
52	6	28
31	3	10
29	5	10
24	0	4
15	0	11
11	0	1
163	1	117
181	8	116
17	2	12
53	4	13
66	8	31
13	2	5
34	5	20
38	5	16
37	5	19
12	0	7
11	0	9
18	0	9
32	2	14
53	7	16
137	1	19
12	0	3
12	0	4
23	3	12
21	0	2
18	2	3
13	0	13
14	0	10
41	6	8
46	3	18
20	0	0
68	0	12
11	0	1
31	2	12
34	2	9
37	2	11
20	2	9
60	1	4
15	0	1
24	0	1
55	0	6
14	0	6
69	2	21
70	1	6
32	1	19
21	0	12
33	3	19
41	7	19
13	0	11
45	6	16
20	6	8
18	0	13
32	0	6
12	0	0
178	24	65
35	7	13
11	0	2
11	1	6
22	6	8
12	5	2
71	8	43
17	6	6
13	2	5
34	0	17
16	0	7
20	0	8
29	0	3
19	1	12
516	50	179
31	1	7
80	16	25
16	0	4
21	5	5
86	13	28
45	1	10
12	0	8
26	2	13
40	11	17
12	0	3
22	0	9
78	3	31
33	2	19
159	20	67
99	8	36
16	0	15
20	1	12
52	12	22
11	0	2
59	19	14
17	0	17
108	1	14
17	0	11
86	1	7
207	35	100
114	14	31
110	10	54
23	0	15
24	0	16
20	3	8
12	3	3
29	21	5
13	0	0
51	25	13
21	2	2
64	4	29
24	3	14
45	5	22
12	1	4
1086	104	446
796	61	346
49	3	18
14	2	2
79	9	24
29	0	28
12	0	4
142	5	31
11	11	0
79	6	33
43	5	16
16	0	9
11	2	9
12	0	3
73	2	36
300	31	97
13	8	4
471	30	143
21	0	6
130	4	36
11	0	4
22	0	7
124	10	38
12	3	4
119	5	69
88	6	42
19	2	8
14	4	5
15	0	2
17	0	2
27	1	20
16	9	4
12	0	0
15	11	4
157	6	60
563	108	279
193	23	102
14	1	5
11	2	4
412	47	180
11	0	0
12	0	3
98	9	35
127	4	21
17	0	13
17	0	12
21	3	6
17	2	7
12	2	4
27	6	4
15	2	2
20	0	3
24	1	5
11	0	3
183	8	62
15	0	6
296	45	128
60	1	29
35	6	16
12	0	0
80	5	33
17	7	7
51	3	18
344	16	197
13	4	7
33	0	17
18	0	5
24	1	13
27	0	7
11	0	7
80	1	34
11	2	8
57	6	38
17	0	3
17	0	0
28	2	6
49	0	13
14	0	8
26	1	5
14	1	7
15	3	4
12	0	8
17	1	7
44	5	17
18	1	9
52	3	25
40	3	11
30	4	13
508	48	183
186	21	92
96	8	38
42	6	21
117	10	56
44	2	20
31	1	10
29	1	20
16	1	7
14	6	5
42	1	15
93	4	19
24	1	6
99	6	62
15	0	4
23	3	11
167	13	62
608	63	208
14	1	4
44	9	16
12	1	2
129	6	47
20	3	3
16	0	5
248	15	95
67	6	25
372	31	141
555	31	178
18	0	8
14	1	7
11	1	6
17	4	3
13	1	4
12	1	4
32	1	9
26	4	11
76	16	25
100	17	35
16	1	4
16	3	4
68	6	31
47	4	27
18	0	6
12	0	11
163	7	91
57	1	27
239	26	106
98	11	45
108	18	43
26	3	15
31	2	9
43	2	20
61	8	33
70	8	31
15	2	8
21	1	10
51	8	19
48	7	24
11	1	4
22	2	11
62	5	25
126	9	52
62	5	19
64	2	31
37	6	12
20	3	9
24	0	17
64	4	29
23	5	16
27	4	10
14	0	4
15	6	0
145	7	49
29	1	16
20	0	8
70	4	37
15	5	4
26	2	19
391	34	158
17	1	10
16	2	7
15	0	10
52	7	29
11	0	2
35	9	17
12	0	9
75	1	19
25	2	4
112	2	36
19	0	14
29	3	15
96	14	29
21	0	2
16	1	6
18	0	7
14	2	4
398	29	188
27	1	15
20	0	13
20	3	5
11	0	11
13	0	2
12	0	0
11	1	7
30	0	16
15	0	10
87	2	54
20	0	10
24	3	16
34	1	29
39	2	17
128	16	47
403	78	122
274	31	57
19	0	5
46	1	15
36	3	7
72	6	37
51	8	25
62	6	26
15	2	4
16	0	16
16	0	15
13	0	6
45	7	18
38	10	5
22	0	22
12	0	8
11	11	0
25	6	8
26	1	7
31	7	4
44	2	20
11	0	5
64	9	12
11	0	0
19	3	4
14	0	14
16	0	5
27	3	16
28	3	12
11	0	0
13	0	1
11	0	1
11	11	0
109	0	12
19	0	13
16	9	6
25	0	0
21	4	9
118	7	48
21	1	16
13	2	5
20	0	0
11	0	0
22	1	4
63	5	28
11	11	0
22	0	12
90	10	31
124	17	53
20	1	9
65	3	23
32	2	15
19	13	0
58	4	31
284	22	131
24	24	0
12	0	5
11	0	0
11	11	0
26	0	12
28	0	11
13	0	0
24	7	5
14	0	0
15	1	1
17	7	7
13	1	3
35	11	11
11	0	1
49	8	19
196	1	85
139	0	40
252	16	115
45	0	7
23	3	5
47	1	21
878	41	524
137	2	65
13	0	9
15	3	3
37	1	9
24	0	0
436	22	140
77	11	24
48	7	10
27	2	11
331	14	90
12	1	8
142	8	41
13	1	8
258	41	113
157	14	74
23	1	8
17	0	10
16	0	0
14	0	0
27	0	3
11	0	1
31	4	7
17	4	6
28	6	13
156	14	63
11	0	6
64	4	28
20	13	4
15	0	7
75	2	28
66	7	26
62	8	28
19	1	4
14	3	7
11	1	5
15	1	5
29	3	11
24	0	0
16	0	6
12	1	3
155	10	52
52	1	25
29	4	7
508	48	183
25	3	5
92	7	30
244	6	77
11	0	8
38	1	11
38	3	16
12	0	3
89	2	30
35	0	16
12	0	2
44	6	17
14	1	8
31	0	15
34	1	20
107	20	46
29	5	14
39	10	16
14	0	1
13	0	2
11	7	2
57	2	19
23	4	9
11	2	6
15	0	6
35	1	14
25	0	10
33	5	14
11	0	3
13	0	11
160	6	66
194	21	82
17	1	5
676	55	282
116	7	51
21	2	17
12	1	4
14	2	0
184	12	88
13	0	7
30	0	14
12	0	9
13	1	2
20	0	9
49	4	18
17	4	8
16	2	7
56	2	19
89	13	42
13	3	2
39	0	2
16	2	4
20	0	9
14	0	0
12	0	0
14	1	4
161	12	74
16	0	0
18	0	5
13	1	4
62	6	27
18	0	15
260	22	93
16	5	2
52	7	26
17	1	9
48	9	18
15	1	4
11	1	2
32	3	6
17	1	7
325	38	96
27	3	12
96	6	40
48	2	18
54	2	23
12	0	12
12	0	3
13	0	0
39	0	2
83	0	4
28	0	24
38	8	10
247	13	84
13	0	0
25	1	2
13	0	1
13	0	8
17	4	5
12	0	10
25	2	15
15	3	1
12	0	8
514	52	191
11	0	1
28	2	15
21	2	5
195	3	17
42	20	11
24	2	10
60	2	35
41	3	21
23	2	7
13	0	1
13	0	2
20	1	8
12	0	0
13	0	0
29	3	13
34	0	5
31	0	12
65	6	25
20	2	7
91	7	32
66	4	33
24	2	13
15	0	12
91	8	40
114	15	46
38	7	17
16	4	4
50	1	16
27	0	23
14	0	11
12	3	2
33	0	10
17	3	8
31	5	13
18	3	5
14	2	10
14	0	14
318	52	133
48	9	17
108	25	59
15	0	7
15	5	5
39	0	22
12	1	4
28	11	14
23	3	10
11	0	5
19	7	3
34	17	10
18	0	4
11	0	7
25	0	14
17	0	1
51	1	12
31	5	18
61	6	16
16	5	5
47	1	30
13	1	4
13	1	6
204	18	93
35	0	12
39	0	0
157	38	55
42	2	25
66	3	39
81	8	48
151	2	32
15	0	1
30	0	15
30	0	14
22	0	15
17	0	8
48	3	20
32	1	28
141	12	51
13	3	5
23	1	8
18	2	6
76	8	33
26	1	15
184	18	74
14	1	4
20	4	7
11	1	4
24	2	12
11	1	2
95	2	61
191	27	71
79	2	32
12	0	3
12	0	9
16	1	4
13	0	2
29	2	10
11	0	6
14	0	2
33	0	0
25	2	8
114	3	34
210	13	96
413	45	202
11	2	5
15	8	4
12	0	3
401	25	152
16	3	3
12	0	4
14	5	3
11	2	6
40	1	15
34	9	20
28	0	12
144	7	43
68	13	25
878	70	304
12	0	12
44	4	22
12	2	2
36	4	18
35	3	9
88	6	51
150	0	71
344	3	133
49	3	16
271	7	120
23	6	8
15	0	8
70	1	22
14	0	9
94	8	39
22	0	12
12	4	0
29	0	23
19	6	10
17	1	13
11	0	2
11	1	4
16	0	12
21	0	5
21	0	11
40	1	24
14	0	11
11	0	6
58	9	24
19	0	6
12	0	12
17	0	11
66	10	31
20	3	11
11	1	2
12	11	1
12	0	2
87	16	32
17	1	8
511	7	91
24	5	8
20	0	6
15	0	1
506	25	187
158	4	58
33	21	8
27	0	4
126	7	58
40	6	23
60	2	16
74	9	29
46	4	27
12	3	8
25	3	10
40	4	18
23	3	10
30	5	17
35	11	10
13	0	10
66	5	25
16	0	0
23	5	15
114	14	59
17	3	13
16	2	4
347	35	140
24	3	7
22	0	10
15	0	3
11	0	0
38	0	28
23	0	16
15	1	6
14	1	3
11	0	11
338	42	129
90	3	31
34	1	15
256	25	108
19	0	9
80	2	34
34	4	8
13	3	6
240	23	91
56	1	18
54	7	20
17	1	2
22	3	13
14	4	1
13	0	13
119	14	51
14	0	2
22	3	19
15	0	6
264	15	80
39	2	7
163	11	72
33	2	11
11	0	8
26	3	14
27	0	3
84	6	38
64	12	32
20	0	6
37	0	0
11	2	0
14	0	2
101	14	21
29	2	2
32	2	16
39	5	16
24	2	9
11	0	7
16	1	4
26	1	10
15	5	7
12	2	7
25	4	8
19	3	1
48	0	23
12	0	12
14	0	14
12	0	7
11	0	0
274	53	129
16	0	5
140	15	62
12	4	8
63	4	24
952	91	340
11	0	8
68	0	8
289	29	114
18	1	10
48	11	26
91	10	38
14	0	9
14	0	7
20	4	8
23	0	6
13	1	4
64	12	28
18	2	4
31	0	23
20	1	9
25	2	12
41	6	20
25	3	12
15	1	9
54	8	13
227	27	99
62	9	26
11	0	1
13	3	4
56	5	31
17	1	9
17	1	10
43	0	18
13	1	6
440	32	182
37	6	16
49	8	17
42	6	13
186	16	90
12	0	3
39	5	20
15	0	12
13	4	7
73	7	26
781	70	312
13	0	8
714	56	311
61	5	26
36	3	18
19	2	11
41	8	15
12	3	3
11	2	5
67	9	10
12	0	3
13	0	7
48	2	11
17	0	10
50	6	26
156	8	74
291	20	156
152	26	76
26	0	18
13	0	12
15	0	7
11	0	11
27	1	6
12	0	2
18	7	0
25	0	0
15	3	5
11	1	3
15	0	15
36	2	15
20	0	1
17	2	8
666	8	111
101	1	24
430	46	167
20	2	10
128	12	38
164	24	50
33	7	18
118	8	55
17	0	4
19	2	13
19	4	11
12	4	6
83	7	34
17	1	13
13	0	7
12	0	8
15	1	5
56	11	26
39	3	19
20	0	17
16	0	13
34	11	4
73	5	23
78	0	11
11	4	4
12	4	3
104	8	40
196	16	102
58	4	26
11	0	4
33	4	13
13	0	7
31	0	16
14	1	5
571	73	267
117	5	54
38	3	10
12	2	2
62	16	32
15	2	6
19	4	8
23	1	18
30	1	17
27	3	15
26	0	4
42	1	13
16	4	5
15	3	6
15	1	9
26	17	6
72	9	30
24	1	20
26	1	11
18	0	9
77	7	33
39	4	18
46	0	10
14	0	0
12	0	2
20	2	8
18	1	6
16	0	1
12	0	5
219	15	108
18	2	10
81	5	36
74	5	48
68	0	27
219	34	75
14	1	4
45	9	16
184	21	84
25	3	8
150	0	21
18	2	8
19	1	13
114	1	28
19	0	1
108	4	37
13	0	5
15	3	8
22	2	14
13	0	4
85	10	45
22	4	7
13	0	11
29	0	21
20	4	13
12	1	1
99	7	37
37	2	18
23	0	11
19	0	19
11	0	5
176	16	96
15	0	8
19	0	5
17	3	6
13	0	6
117	5	30
80	2	16
119	81	16
20	1	8
17	9	5
26	1	6
95	32	24
44	10	16
22	3	10
28	1	13
13	1	6
19	5	6
14	2	6
23	2	11
11	0	8
13	0	2
145	23	71
53	6	32
20	6	7
63	6	29
97	7	61
14	0	4
11	0	1
17	2	6
12	1	6
13	0	0
25	3	14
133	8	69
16	2	7
73	7	24
210	14	87
15	1	9
16	0	8
16	0	5
45	5	12
53	4	24
24	4	13
322	37	128
30	8	15
12	3	6
18	3	4
15	0	7
18	4	3
19	1	9
33	2	9
12	0	0
12	0	5
12	2	1
26	1	8
15	1	7
12	4	3
52	7	19
18	0	11
61	11	27
11	0	5
11	0	2
11	8	2
35	0	5
47	9	15
50	3	26
81	3	42
201	5	23
19	4	12
20	1	10
50	3	29
122	4	84
21	0	12
13	1	0
45	7	17
11	0	7
24	5	10
12	2	3
49	5	26
22	2	8
25	1	14
39	4	9
1396	90	417
48	6	6
27	2	3
12	1	3
60	10	27
18	6	8
53	10	22
196	16	43
191	16	50
12	1	7
24	0	0
11	0	1
173	7	60
65	4	26
175	11	45
56	3	18
137	4	56
28	0	12
30	3	7
17	0	16
162	34	66
26	0	1
19	0	19
24	6	5
17	1	8
12	3	3
23	1	14
43	3	26
14	0	6
13	1	11
17	1	10
14	14	0
11	0	11
26	0	21
21	2	11
144	6	70
19	1	15
41	9	22
53	6	27
11	1	4
13	0	4
17	0	0
49	3	10
20	0	3
18	0	4
16	1	4
59	1	3
39	0	1
23	1	9
11	0	11
40	9	10
190	10	38
27	0	10
28	1	8
14	0	14
26	4	12
14	3	2
11	0	9
130	3	28
17	3	8
12	12	0
12	2	4
14	0	7
16	0	5
54	6	32
11	0	2
19	3	7
11	3	4
12	2	7
69	14	27
35	2	10
14	2	4
21	1	6
14	0	2
46	2	15
11	2	1
30	3	14
32	2	24
58	1	14
62	0	9
20	0	7
12	0	7
37	3	15
92	8	44
11	1	2
60	0	4
29	0	3
19	1	1
36	2	23
14	1	6
12	0	4
14	0	8
114	13	64
40	5	18
44	3	16
23	5	6
104	13	49
44	3	11
15	3	5
22	0	8
